City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,Bang Saphan,11.2126,99.5117,88.79,58,99,6.58,TH,1697176967
353,Plonéour-Lanvern,47.9,-4.2833,68.32,77,75,19.57,FR,1697176967
354,Ambrizette,-7.2312,12.8666,76.78,84,82,9.01,AO,1697176968
355,Comodoro Rivadavia,-45.8667,-67.5,48.06,43,0,4.61,AR,1697176968
356,Gualeguay,-33.1416,-59.3097,40.28,71,0,5.77,AR,1697176968
357,Zhangjiajie,29.1294,110.4783,59.68,95,100,1.45,CN,1697176968
358,Chenzhou,25.8,113.0333,71.55,69,64,6.38,CN,1697176948
359,Ruma,45.0081,19.8222,61.86,63,28,2.46,RS,1697176968
360,Necochea,-38.5473,-58.7368,42.78,73,1,9.8,AR,1697176968
361,Bowling Green,36.9903,-86.4436,66.34,66,32,4.63,US,1697176950
362,Camacupa,-12.0167,17.4833,70.81,60,27,3.18,AO,1697176968
363,Plouguerneau,48.6,-4.5,68.65,83,100,25.32,FR,1697176969
364,Santiago de Cao,-7.9589,-79.2392,64.53,88,77,8.05,PE,1697176875
365,Nieuw Amsterdam,5.8833,-55.0833,81.01,86,8,8.3,SR,1697176969
366,Saint-François,46.4154,3.9054,53.65,93,0,2.3,FR,1697176969
367,Selkirk,50.1436,-96.8845,46.47,83,81,7.14,CA,1697176969
368,Tsiombe,-25.3,45.4833,82.76,54,22,8.75,MG,1697176969
369,Mugia,43.1041,-9.2179,69.17,95,98,20.96,ES,1697176969
370,Hasaki,35.7333,140.8333,72.0,45,10,14.76,JP,1697176884
371,Kristiansund,63.1115,7.732,48.85,57,75,12.66,NO,1697176969
372,Okha,53.5739,142.9478,56.97,57,77,11.32,RU,1697176919
373,Upington,-28.4478,21.2561,52.18,76,0,4.61,ZA,1697176970
374,Tazacorte,28.629,-17.9293,72.57,88,0,5.75,ES,1697176970
375,Caetés,-8.7731,-36.6225,65.86,84,52,8.75,BR,1697176962
376,Egilsstadir,65.2653,-14.3948,35.51,93,100,24.16,IS,1697176970
377,San Jose,37.3394,-121.895,62.89,63,0,24.0,US,1697176970
378,Nizhniy Kuranakh,58.8353,125.4869,39.7,77,100,10.42,RU,1697176970
379,Taksimo,56.3444,114.8794,51.71,49,40,1.99,RU,1697176970
380,El Charco,2.4769,-78.1105,75.7,93,94,2.73,CO,1697176970
381,Olinda,-8.0089,-34.8553,78.53,83,40,9.22,BR,1697176971
382,Yaren,-0.5472,166.916,84.94,67,21,4.61,NR,1697176971
383,Zhangaözen,43.3,52.8,50.27,47,10,16.67,KZ,1697176971
384,Nova Sintra,14.8667,-24.7167,74.62,82,99,1.12,CV,1697176971
385,Yanbu,24.0891,38.0637,82.44,65,0,4.61,SA,1697176971
386,Vilyuchinsk,52.9306,158.4028,44.87,89,97,5.26,RU,1697176971
387,Kuala Terengganu,5.3302,103.1408,89.55,70,20,9.22,MY,1697176971
388,Bairnsdale,-37.8333,147.6167,56.89,69,100,12.15,AU,1697176971
389,Jinghong,21.991,100.7341,73.27,91,95,3.02,CN,1697176881
390,Ålesund,62.4723,6.1549,50.92,66,75,13.8,NO,1697176972
391,Kerikeri,-35.2268,173.9474,63.91,74,97,3.0,NZ,1697176972
392,Kisangani,0.5167,25.2,78.17,71,17,2.68,CD,1697176972
393,Middlebury (village),44.0153,-73.1673,43.93,91,0,0.0,US,1697176972
394,Muang Không,14.1167,105.85,86.23,73,56,3.11,LA,1697176972
395,Fond Parisien,18.5058,-71.9767,82.36,86,97,4.14,HT,1697176972
396,Isangel,-19.55,169.2667,74.55,83,99,10.89,VU,1697176972
397,Constitución,-35.3333,-72.4167,52.41,69,2,9.31,CL,1697176857
398,Pinotepa Nacional,16.3167,-98.0167,74.07,97,80,3.15,MX,1697176973
399,Jirja,26.3383,31.8916,75.42,41,0,6.91,EG,1697176973
400,San Luis de la Loma,17.2706,-100.8939,77.09,89,24,4.09,MX,1697176973
401,Broken Hill,-31.95,141.4333,69.82,31,0,12.21,AU,1697176678
402,São Vicente,-23.9631,-46.3919,71.28,26,100,1.01,BR,1697176973
403,Nytva,57.9404,55.334,44.49,90,100,14.65,RU,1697176973
404,Ebon,4.582,168.6964,84.22,70,96,2.26,MH,1697176973
405,Flin Flon,54.7682,-101.865,43.72,84,75,2.91,CA,1697176973
406,Port Shepstone,-30.7414,30.455,67.06,65,0,4.59,ZA,1697176973
407,Mollendo,-17.0231,-72.0147,63.32,89,50,7.36,PE,1697176882
408,River Cess,5.46,-9.5828,76.3,91,52,3.09,LR,1697176974
409,Sechura,-5.5569,-80.8222,67.28,80,36,10.13,PE,1697176974
410,Boguchany,58.3814,97.4531,41.86,71,100,5.99,RU,1697176974
411,Tomohon,1.3346,124.8392,86.94,51,98,2.51,ID,1697176974
412,Holualoa,19.6228,-155.9522,73.78,88,23,4.0,US,1697176877
413,Kranuan,16.7067,103.0788,85.75,66,62,6.82,TH,1697176974
414,El Dovio,4.5079,-76.2362,61.63,96,63,2.01,CO,1697176974
415,Zaozërsk,69.4005,32.4476,36.43,78,100,10.45,RU,1697176974
416,Soyo,-6.1349,12.3689,77.5,84,82,7.47,AO,1697176974
417,Korla,41.7597,86.1469,71.42,26,0,6.78,CN,1697176975
418,Ennis,52.8436,-8.9864,48.13,100,75,8.05,IE,1697176975
419,Bingöl,38.8847,40.4939,63.23,37,0,3.2,TR,1697176975
420,La Ronge,55.1001,-105.2842,46.62,93,100,2.3,CA,1697176975
421,Santa Marta de Ortigueira,43.6833,-7.85,65.46,87,100,20.74,ES,1697176839
422,Jinzhou,41.1078,121.1417,69.67,47,99,10.25,CN,1697176975
423,Bhūm,18.4667,75.6667,88.77,29,0,10.89,IN,1697176975
424,Fort Campbell North,36.6543,-87.4606,65.75,81,75,3.0,US,1697176976
425,Shaydon,40.6747,70.346,46.81,40,100,12.26,TJ,1697176976
426,Gereida,11.2811,25.1414,83.68,50,15,3.56,SD,1697176976
427,Natal,-5.795,-35.2094,79.02,83,40,3.44,BR,1697176728
428,Nemuro,43.3236,145.575,60.15,68,0,9.19,JP,1697176976
429,Yelan’-Koleno,51.1523,41.2306,50.5,60,100,15.48,RU,1697176976
430,Kismayo,-0.3582,42.5454,82.24,71,35,9.55,SO,1697176976
431,Thinadhoo,0.5333,72.9333,81.55,72,34,12.48,MV,1697176977
432,Vorkuta,67.5,64.0,33.82,62,100,12.3,RU,1697176977
433,Crane,31.3974,-102.3501,73.08,49,0,8.68,US,1697176977
434,Tadjourah,12.0,42.5,82.89,56,40,4.74,DJ,1697176977
435,Pokhara,28.2333,83.9833,74.26,78,12,3.89,NP,1697176977
436,Shubarshi,48.5872,57.1869,48.76,53,8,14.72,KZ,1697176977
437,Sulphur,30.2366,-93.3774,62.58,97,100,0.0,US,1697176807
438,Kalmunai,7.4167,81.8167,82.92,73,98,5.41,LK,1697176977
439,Road Town,18.4167,-64.6167,83.59,71,82,9.82,VG,1697176808
440,Huaiyuan Chengguanzhen,32.9589,117.1657,76.64,36,91,3.62,CN,1697176978
441,Xai-Xai,-25.0519,33.6442,79.47,62,95,8.72,MZ,1697176978
442,Sisimiut,66.9395,-53.6735,31.93,75,100,10.09,GL,1697176978
443,Parma,44.8027,10.329,64.62,82,20,2.3,IT,1697176957
444,Mkushi,-13.6202,29.3939,83.57,26,58,7.27,ZM,1697176978
445,Laibin,23.7,109.2667,77.52,61,79,7.14,CN,1697176866
446,Cambria,35.5641,-121.0808,64.62,59,84,4.14,US,1697176978
447,Yarmouth,41.7057,-70.2286,60.96,83,100,18.01,US,1697176978
448,Ljusdal,61.8288,16.0913,37.35,80,85,3.8,SE,1697176979
449,Northam,51.0333,-4.2167,65.39,97,100,25.57,GB,1697176979
450,Revda,56.801,59.9303,36.36,91,100,15.17,RU,1697176979
451,Umba,66.6871,34.3429,38.39,65,100,11.99,RU,1697176979
452,Taoudenni,22.6783,-3.9836,78.67,21,0,12.03,ML,1697176979
453,Sept-Îles,50.2001,-66.3821,48.72,97,100,6.91,CA,1697176805
454,Escárcega,18.6089,-90.7454,77.7,98,58,2.33,MX,1697176922
455,Celestún,20.8667,-90.4,82.49,88,47,7.16,MX,1697176979
456,Tsengel,49.4783,100.8894,56.59,32,5,5.55,MN,1697176980
457,Oamaru,-45.0784,170.9801,60.96,60,100,12.17,NZ,1697176980
458,Ben Lomond,37.0891,-122.0863,62.08,78,93,1.01,US,1697176980
459,Toamasina,-18.1667,49.3833,82.4,65,40,6.91,MG,1697176980
460,Kelso,46.1468,-122.9084,64.09,76,0,0.0,US,1697176980
461,Sanguéya,10.7,-14.3667,75.02,95,100,2.39,GN,1697176980
462,Shahrud,36.4182,54.9763,56.14,46,1,3.0,IR,1697176980
463,Superior,46.7208,-92.1041,52.7,74,40,16.11,US,1697176708
464,Cambridge,43.3601,-80.3127,44.89,94,100,2.3,CA,1697176732
465,Zhigalovo,54.8097,105.1578,59.07,48,100,3.0,RU,1697176981
466,Aldinga Beach,-35.2793,138.4604,66.25,80,61,11.59,AU,1697176841
467,Zheleznodorozhnyy,55.7503,38.0042,48.42,96,51,13.0,RU,1697176981
468,Saquarema,-22.92,-42.5103,72.7,96,100,8.19,BR,1697176959
469,Sibu,2.3,111.8167,89.91,70,20,3.44,MY,1697176981
470,Vanimo,-2.6741,141.3028,84.92,72,62,8.43,PG,1697176982
471,Papao,-17.75,-149.55,80.28,83,10,19.08,PF,1697176982
472,Palma di Montechiaro,37.1926,13.765,71.96,57,0,4.29,IT,1697176982
473,Les Anglais,18.3054,-74.2197,80.1,78,93,4.41,HT,1697176982
474,Santa Cruz de la Sierra,-17.8,-63.1667,72.86,43,20,14.97,BO,1697176818
475,Sastobe,42.55,70.0,44.49,53,85,27.69,KZ,1697176982
476,Rome,43.2128,-75.4557,43.92,90,0,0.0,US,1697176926
477,Taro,-8.3862,115.28,80.6,55,86,3.89,ID,1697176982
478,Yeniseysk,58.4497,92.1703,42.94,70,100,5.01,RU,1697176983
479,Goondiwindi,-28.55,150.3167,78.13,15,0,15.97,AU,1697176983
480,San Mariano,7.5,126.0,82.27,80,100,3.49,PH,1697176983
481,Umluj,25.0213,37.2685,85.41,45,1,11.99,SA,1697176939
482,Qujing,25.4833,103.7833,57.56,92,99,3.65,CN,1697176983
483,Mastic Beach,40.7668,-72.8521,59.99,88,0,7.0,US,1697176830
484,Balykchy,42.4557,76.1861,59.22,55,100,9.19,KG,1697176983
485,Sawankhalok,17.316,99.8319,85.89,74,20,4.61,TH,1697176983
486,Vernon,50.2581,-119.2691,49.53,79,2,6.91,CA,1697176820
487,Villa Elisa,-25.3667,-57.6167,60.04,72,75,13.8,PY,1697176984
488,Port Augusta,-32.5,137.7667,68.02,49,12,14.67,AU,1697176984
489,Nyrob,60.733,56.7202,36.37,76,100,15.01,RU,1697176984
490,Sona,45.4388,10.8255,65.32,88,75,1.14,IT,1697176984
491,Ghadames,30.1337,9.5007,69.62,41,0,10.92,LY,1697176984
492,Juneau,58.3019,-134.4197,51.42,100,100,6.31,US,1697176811
493,Kuragino,53.8975,92.6725,44.76,84,100,13.04,RU,1697176984
494,Tutong,4.8,114.65,84.29,78,67,6.98,BN,1697176984
495,Kolonia Town,6.964,158.206,82.15,75,100,5.03,FM,1697176985
496,Cambarão,27.1865,56.2808,94.98,49,0,9.22,IR,1697176985
497,Aral,40.5156,81.2636,73.65,15,4,5.88,CN,1697176985
498,Cabo San Lucas,22.8909,-109.9124,79.75,72,0,7.0,MX,1697176931
499,Zaysan,47.4667,84.8667,66.49,30,83,7.65,KZ,1697176986
500,Mirpur Sakro,24.5474,67.6277,89.33,48,0,13.58,PK,1697176986
501,Ak-Suu,42.4995,78.527,63.25,30,99,7.58,KG,1697176986
502,El Calafate,-50.3408,-72.2768,39.18,79,4,7.49,AR,1697176986
503,Oranjemund,-28.55,16.4333,59.59,81,42,14.23,NA,1697176910
504,Anshun,26.25,105.9333,54.5,88,100,6.38,CN,1697176986
505,Monte Patria,-30.6919,-70.9467,64.45,35,0,1.21,CL,1697176986
506,Vilyuysk,63.7553,121.6247,28.18,82,95,11.01,RU,1697176987
507,Gunjur,13.2019,-16.7339,78.87,100,73,0.0,GM,1697176987
508,Aroma,15.8167,36.1333,87.91,43,1,11.21,SD,1697176987
509,Obo,5.3998,26.4869,74.53,88,70,1.03,CF,1697176987
510,Madhipura,25.9167,86.7833,88.21,45,0,4.83,IN,1697176987
511,Sinop Province,41.7711,34.8709,48.63,40,0,2.35,TR,1697176987
512,Distrikt Paramaribo,5.8667,-55.1667,80.91,86,12,1.99,SR,1697176987
513,Tôlanaro,-25.0319,46.9987,73.47,88,75,20.71,MG,1697176987
514,Seneca,41.1167,-83.1166,56.46,93,15,8.08,US,1697176988
515,Tagāw-Bāy,35.6994,66.0616,46.53,87,94,3.6,AF,1697176988
516,Aketi,2.7388,23.7833,73.83,95,51,0.96,CD,1697176988
517,Mil’kovo,55.6078,37.7956,48.42,78,44,15.59,RU,1697176988
518,Canutama,-6.5339,-64.3831,77.23,64,53,1.23,BR,1697176988
519,Finley,46.154,-119.0339,54.03,86,0,1.01,US,1697176988
520,Luganville,-15.5333,167.1667,78.73,74,74,10.71,VU,1697176988
521,Tobelo,1.7284,128.0095,84.15,69,75,4.88,ID,1697176988
522,Porto-Novo,6.4965,2.6036,75.02,88,100,1.95,BJ,1697176708
523,Chumphon,10.3333,98.8333,85.37,65,93,1.7,TH,1697176989
524,Thunder Bay,48.4001,-89.3168,33.78,100,0,2.3,CA,1697176728
525,Vetluga,57.8557,45.781,46.67,75,96,14.14,RU,1697176989
526,Klaksvík,62.2266,-6.589,41.92,81,77,16.04,FO,1697176989
527,Ishigaki,24.3448,124.1572,84.33,61,20,13.8,JP,1697176989
528,Pimentel,-6.8367,-79.9342,66.49,82,0,16.11,PE,1697176989
529,Puerto Baquerizo Moreno,-0.9,-89.6,74.1,82,19,9.71,EC,1697176990
530,Tamandaré,-8.7597,-35.1047,75.33,86,22,8.03,BR,1697176990
531,Louis Trichardt,-23.0439,29.9032,82.49,29,10,2.53,ZA,1697176990
532,Viedma,-40.8135,-62.9967,42.06,81,66,6.73,AR,1697176747
533,Xucheng,20.35,110.1288,80.6,73,79,16.51,CN,1697176990
534,Dayr az Zawr,35.3359,40.1408,80.67,34,0,11.25,SY,1697176991
535,Bontang,0.1333,117.5,84.04,72,46,12.06,ID,1697176991
536,Kyren,51.6828,102.1408,63.95,37,93,5.99,RU,1697176991
537,Novska,45.3406,16.9769,58.78,83,65,3.18,HR,1697176991
538,Ivatsevichy,52.709,25.3401,45.39,89,4,5.48,BY,1697176991
539,Elliot Lake,46.3834,-82.6331,42.78,88,64,4.63,CA,1697176991
540,Rantepao,-2.9701,119.8978,80.24,60,73,3.29,ID,1697176991
541,Cockburn Town,21.4612,-71.1419,84.22,77,100,9.93,TC,1697176916
542,Metlili Chaamba,32.2667,3.6333,65.34,48,0,8.05,DZ,1697176992
543,Ponta Delgada,37.7333,-25.6667,68.18,88,20,3.44,PT,1697176822
544,Rawdon,46.0501,-73.7159,45.12,87,82,6.55,CA,1697176992
